gene_name,lfc_ctrl,lfc,compare
CCDC88C,0.72,0.424,"GCN1 sgRNA 3,4"
C17orf80,0.712,0.424,"GCN1 sgRNA 3,4"
TAF9,-0.512,0.423,"GCN1 sgRNA 3,4"
PRKAA1,0.417,0.423,"GCN1 sgRNA 3,4"
CDC40,0.183,0.423,"GCN1 sgRNA 3,4"
AHR,1.06,0.423,"GCN1 sgRNA 3,4"
ZNF12,0.52,0.423,"GCN1 sgRNA 3,4"
STON2,0.768,0.423,"GCN1 sgRNA 3,4"
FHL3,0.138,0.422,"GCN1 sgRNA 3,4"
NGLY1,0.439,0.422,"GCN1 sgRNA 3,4"
LMBRD2,0.373,0.422,"GCN1 sgRNA 3,4"
PCF11,0.388,0.422,"GCN1 sgRNA 3,4"
CFAP44,0.814,0.421,"GCN1 sgRNA 3,4"
TTC26,0.443,0.421,"GCN1 sgRNA 3,4"
FRS2,-0.009,0.421,"GCN1 sgRNA 3,4"
INTS2,0.41,0.421,"GCN1 sgRNA 3,4"
C1orf131,0.345,0.42,"GCN1 sgRNA 3,4"
FNBP1L,0.589,0.42,"GCN1 sgRNA 3,4"
SECISBP2L,0.32,0.42,"GCN1 sgRNA 3,4"
TMX3,0.435,0.42,"GCN1 sgRNA 3,4"
CCDC142,0.634,0.419,"GCN1 sgRNA 3,4"
ARMC9,0.586,0.419,"GCN1 sgRNA 3,4"
METTL6,0.502,0.419,"GCN1 sgRNA 3,4"
AP4M1,0.45,0.419,"GCN1 sgRNA 3,4"
PPP1R13L,0.541,0.419,"GCN1 sgRNA 3,4"
POLH,0.281,0.418,"GCN1 sgRNA 3,4"
PRICKLE1,1.4,0.418,"GCN1 sgRNA 3,4"
ACSF3,0.536,0.418,"GCN1 sgRNA 3,4"
MGME1,0.411,0.418,"GCN1 sgRNA 3,4"
TRMT1L,0.497,0.417,"GCN1 sgRNA 3,4"
IPO9,0.157,0.417,"GCN1 sgRNA 3,4"
ZNF786,0.386,0.417,"GCN1 sgRNA 3,4"
MTHFSD,0.66,0.417,"GCN1 sgRNA 3,4"
CCDC57,0.219,0.417,"GCN1 sgRNA 3,4"
SPPL2B,0.388,0.417,"GCN1 sgRNA 3,4"
DCAF6,0.547,0.416,"GCN1 sgRNA 3,4"
DHX57,0.279,0.416,"GCN1 sgRNA 3,4"
TET3,0.454,0.416,"GCN1 sgRNA 3,4"
ANKRD36,0.264,0.416,"GCN1 sgRNA 3,4"
TACC1,-0.024,0.416,"GCN1 sgRNA 3,4"
TRIM21,0.677,0.416,"GCN1 sgRNA 3,4"
PRKD1,0.775,0.416,"GCN1 sgRNA 3,4"
METAP1D,0.239,0.415,"GCN1 sgRNA 3,4"
CITED1,-0.554,0.415,"GCN1 sgRNA 3,4"
EIF5,0.102,0.415,"GCN1 sgRNA 3,4"
NAPG,0.208,0.415,"GCN1 sgRNA 3,4"
CNOT3,-0.041,0.415,"GCN1 sgRNA 3,4"
VILL,0.859,0.414,"GCN1 sgRNA 3,4"
POM121,-0.023,0.414,"GCN1 sgRNA 3,4"
ASXL3,1.374,0.414,"GCN1 sgRNA 3,4"
MCM6,0.28,0.413,"GCN1 sgRNA 3,4"
DMXL1,0.389,0.413,"GCN1 sgRNA 3,4"
TRIM26,0.718,0.412,"GCN1 sgRNA 3,4"
GLCCI1,0.379,0.412,"GCN1 sgRNA 3,4"
HDAC8,-0.05,0.412,"GCN1 sgRNA 3,4"
CENATAC,0.299,0.412,"GCN1 sgRNA 3,4"
DHTKD1,0.473,0.412,"GCN1 sgRNA 3,4"
SFMBT2,0.652,0.412,"GCN1 sgRNA 3,4"
USP8,0.355,0.412,"GCN1 sgRNA 3,4"
KLHL11,0.606,0.412,"GCN1 sgRNA 3,4"
NFKBIB,0.08,0.412,"GCN1 sgRNA 3,4"
S100PBP,0.81,0.411,"GCN1 sgRNA 3,4"
NOA1,0.514,0.411,"GCN1 sgRNA 3,4"
FBXO4,0.874,0.411,"GCN1 sgRNA 3,4"
RNF19A,0.595,0.41,"GCN1 sgRNA 3,4"
PRRC2B,-0.245,0.41,"GCN1 sgRNA 3,4"
ATAD1,0.375,0.41,"GCN1 sgRNA 3,4"
TOM1L2,-0.098,0.41,"GCN1 sgRNA 3,4"
RALGAPA2,0.376,0.41,"GCN1 sgRNA 3,4"
MAP1S,0.047,0.41,"GCN1 sgRNA 3,4"
ITPR1,0.37,0.409,"GCN1 sgRNA 3,4"
ZNF131,0.8,0.409,"GCN1 sgRNA 3,4"
SFI1,0.491,0.409,"GCN1 sgRNA 3,4"
STK16,0.616,0.408,"GCN1 sgRNA 3,4"
ZNF330,0.249,0.408,"GCN1 sgRNA 3,4"
BOD1L1,0.487,0.408,"GCN1 sgRNA 3,4"
FAM50B,1.44,0.408,"GCN1 sgRNA 3,4"
UFM1,0.427,0.408,"GCN1 sgRNA 3,4"
RABGAP1L,0.605,0.407,"GCN1 sgRNA 3,4"
USP54,0.389,0.407,"GCN1 sgRNA 3,4"
BRMS1L,0.325,0.407,"GCN1 sgRNA 3,4"
DONSON,0.525,0.407,"GCN1 sgRNA 3,4"
HIVEP3,0.626,0.406,"GCN1 sgRNA 3,4"
LRSAM1,0.118,0.406,"GCN1 sgRNA 3,4"
QSER1,0.241,0.406,"GCN1 sgRNA 3,4"
SRP68,0.155,0.406,"GCN1 sgRNA 3,4"
ZNF614,0.371,0.406,"GCN1 sgRNA 3,4"
TENT5C,-0.165,0.405,"GCN1 sgRNA 3,4"
SLC25A44,-0.065,0.405,"GCN1 sgRNA 3,4"
ZPR1,0.311,0.405,"GCN1 sgRNA 3,4"
CKAP2,0.436,0.405,"GCN1 sgRNA 3,4"
ZNF500,0.862,0.405,"GCN1 sgRNA 3,4"
DMC1,-0.017,0.405,"GCN1 sgRNA 3,4"
GNL2,0.145,0.404,"GCN1 sgRNA 3,4"
CPT2,0.425,0.404,"GCN1 sgRNA 3,4"
COQ10B,-0.023,0.404,"GCN1 sgRNA 3,4"
NAIF1,0.377,0.404,"GCN1 sgRNA 3,4"
KCNC3,0.496,0.404,"GCN1 sgRNA 3,4"
PES1,0.007,0.404,"GCN1 sgRNA 3,4"
KLHL12,0.419,0.403,"GCN1 sgRNA 3,4"
CHMP7,0.105,0.403,"GCN1 sgRNA 3,4"
KLF9,0.209,0.403,"GCN1 sgRNA 3,4"
ACER3,0.592,0.403,"GCN1 sgRNA 3,4"
IRF2BP2,0.653,0.402,"GCN1 sgRNA 3,4"
PTER,0.451,0.402,"GCN1 sgRNA 3,4"
ACIN1,0.199,0.402,"GCN1 sgRNA 3,4"
DNAJC1,0.286,0.401,"GCN1 sgRNA 3,4"
AP1G1,0.103,0.401,"GCN1 sgRNA 3,4"
CBX4,0.299,0.401,"GCN1 sgRNA 3,4"
PDK1,0.61,0.4,"GCN1 sgRNA 3,4"
ALMS1,0.724,0.4,"GCN1 sgRNA 3,4"
SENP7,1.239,0.4,"GCN1 sgRNA 3,4"
FGFR3,0.328,0.4,"GCN1 sgRNA 3,4"
ZMYM2,0.503,0.4,"GCN1 sgRNA 3,4"
LMO7,0.445,0.4,"GCN1 sgRNA 3,4"
PELI2,0.592,0.4,"GCN1 sgRNA 3,4"
ADAMTS1,-1.74,0.4,"GCN1 sgRNA 3,4"
MUL1,0.071,0.399,"GCN1 sgRNA 3,4"
REV1,0.728,0.399,"GCN1 sgRNA 3,4"
ZBTB26,0.549,0.399,"GCN1 sgRNA 3,4"
ATG2A,-0.294,0.399,"GCN1 sgRNA 3,4"
PAN3,0.571,0.399,"GCN1 sgRNA 3,4"
DHODH,0.804,0.399,"GCN1 sgRNA 3,4"
PCTP,0.435,0.399,"GCN1 sgRNA 3,4"
SGTA,0.119,0.399,"GCN1 sgRNA 3,4"
PCYT1A,0.248,0.398,"GCN1 sgRNA 3,4"
PUF60,0.093,0.398,"GCN1 sgRNA 3,4"
COQ4,0.174,0.398,"GCN1 sgRNA 3,4"
TOR1B,-0.005,0.398,"GCN1 sgRNA 3,4"
CCS,0.248,0.398,"GCN1 sgRNA 3,4"
ETFRF1,0.25,0.398,"GCN1 sgRNA 3,4"
GON7,0.272,0.398,"GCN1 sgRNA 3,4"
PNN,0.058,0.398,"GCN1 sgRNA 3,4"
KCTD13,0.157,0.398,"GCN1 sgRNA 3,4"
TIMM44,0.183,0.398,"GCN1 sgRNA 3,4"
AGO4,0.976,0.397,"GCN1 sgRNA 3,4"
PRIMPOL,1.17,0.397,"GCN1 sgRNA 3,4"
FAF2,-0.113,0.397,"GCN1 sgRNA 3,4"
SMC1A,0.075,0.397,"GCN1 sgRNA 3,4"
CHFR,0.483,0.397,"GCN1 sgRNA 3,4"
HS3ST3B1,0.13,0.397,"GCN1 sgRNA 3,4"
ZNF283,0.832,0.397,"GCN1 sgRNA 3,4"
ZBTB17,0.294,0.396,"GCN1 sgRNA 3,4"
PTPN23,0.585,0.396,"GCN1 sgRNA 3,4"
CLASP2,0.529,0.396,"GCN1 sgRNA 3,4"
TRPM4,0.775,0.396,"GCN1 sgRNA 3,4"
EWSR1,0.104,0.396,"GCN1 sgRNA 3,4"
VAMP4,0.779,0.395,"GCN1 sgRNA 3,4"
RETSAT,0.754,0.395,"GCN1 sgRNA 3,4"
FNTA,0.523,0.395,"GCN1 sgRNA 3,4"
PDCL,0.014,0.395,"GCN1 sgRNA 3,4"
STK38L,0.323,0.395,"GCN1 sgRNA 3,4"
SUDS3,0.445,0.395,"GCN1 sgRNA 3,4"
CCNDBP1,0.17,0.395,"GCN1 sgRNA 3,4"
CPNE1,0.094,0.395,"GCN1 sgRNA 3,4"
CENPM,0.169,0.395,"GCN1 sgRNA 3,4"
OTUD3,0.197,0.394,"GCN1 sgRNA 3,4"
ZBTB8A,1.348,0.394,"GCN1 sgRNA 3,4"
RARB,1.191,0.394,"GCN1 sgRNA 3,4"
NUDCD3,0.517,0.394,"GCN1 sgRNA 3,4"
TEFM,0.334,0.394,"GCN1 sgRNA 3,4"
HGS,0.2,0.394,"GCN1 sgRNA 3,4"
PLCB4,0.799,0.394,"GCN1 sgRNA 3,4"
LYST,0.692,0.393,"GCN1 sgRNA 3,4"
CPNE8,0.54,0.393,"GCN1 sgRNA 3,4"
ZNF770,0.316,0.393,"GCN1 sgRNA 3,4"
ACAD9,0.207,0.392,"GCN1 sgRNA 3,4"
SNX13,0.322,0.392,"GCN1 sgRNA 3,4"
MON2,-0.015,0.392,"GCN1 sgRNA 3,4"
C2orf49,0.177,0.391,"GCN1 sgRNA 3,4"
ING2,0.877,0.391,"GCN1 sgRNA 3,4"
MCM7,0.186,0.391,"GCN1 sgRNA 3,4"
SNW1,0.252,0.391,"GCN1 sgRNA 3,4"
CENPT,0.12,0.391,"GCN1 sgRNA 3,4"
CENPO,0.212,0.39,"GCN1 sgRNA 3,4"
PTPRG,-0.028,0.39,"GCN1 sgRNA 3,4"
NAA15,0.195,0.39,"GCN1 sgRNA 3,4"
NUP62CL,0.236,0.39,"GCN1 sgRNA 3,4"
DDX19B,0.038,0.39,"GCN1 sgRNA 3,4"
TM2D1,0.31,0.389,"GCN1 sgRNA 3,4"
FASTKD2,0.302,0.389,"GCN1 sgRNA 3,4"
PIK3R4,0.176,0.389,"GCN1 sgRNA 3,4"
ATF6B,0.348,0.389,"GCN1 sgRNA 3,4"
MARK2,-0.011,0.389,"GCN1 sgRNA 3,4"
PWP2,0.189,0.389,"GCN1 sgRNA 3,4"
MCOLN3,0.92,0.388,"GCN1 sgRNA 3,4"
MAP3K7,0.15,0.388,"GCN1 sgRNA 3,4"
XRN2,0.275,0.388,"GCN1 sgRNA 3,4"
SERTAD2,0.749,0.387,"GCN1 sgRNA 3,4"
KLHL18,-0.096,0.387,"GCN1 sgRNA 3,4"
KIF4A,0.125,0.387,"GCN1 sgRNA 3,4"
KIF18B,0.315,0.387,"GCN1 sgRNA 3,4"
MDM4,0.31,0.386,"GCN1 sgRNA 3,4"
ZFR,0.355,0.386,"GCN1 sgRNA 3,4"
OTUD5,0.022,0.386,"GCN1 sgRNA 3,4"
HUWE1,-0.18,0.386,"GCN1 sgRNA 3,4"
TMEM68,0.519,0.386,"GCN1 sgRNA 3,4"
KIF11,0.181,0.386,"GCN1 sgRNA 3,4"
RBM23,0.251,0.386,"GCN1 sgRNA 3,4"
DNAL1,0.319,0.386,"GCN1 sgRNA 3,4"
ACOT8,0.407,0.386,"GCN1 sgRNA 3,4"
ARFIP1,0.335,0.385,"GCN1 sgRNA 3,4"
TMEM175,0.478,0.385,"GCN1 sgRNA 3,4"
GTF2H2C,0.435,0.385,"GCN1 sgRNA 3,4"
SUZ12,0.154,0.385,"GCN1 sgRNA 3,4"
EML2,0.539,0.385,"GCN1 sgRNA 3,4"
ZNF480,-0.186,0.385,"GCN1 sgRNA 3,4"
PPIL2,0.194,0.385,"GCN1 sgRNA 3,4"
MMUT,0.529,0.384,"GCN1 sgRNA 3,4"
OSBP,0.409,0.384,"GCN1 sgRNA 3,4"
PYROXD1,0.142,0.384,"GCN1 sgRNA 3,4"
MIS18BP1,0.415,0.384,"GCN1 sgRNA 3,4"
MYO1E,-0.174,0.384,"GCN1 sgRNA 3,4"
NUBP1,0.004,0.384,"GCN1 sgRNA 3,4"
ATG4B,0.176,0.383,"GCN1 sgRNA 3,4"
METTL25,0.902,0.383,"GCN1 sgRNA 3,4"
TBC1D15,0.396,0.383,"GCN1 sgRNA 3,4"
DYRK4,0.374,0.383,"GCN1 sgRNA 3,4"
NEURL4,-0.079,0.383,"GCN1 sgRNA 3,4"
MRPL44,0.316,0.382,"GCN1 sgRNA 3,4"
ZKSCAN3,1.204,0.382,"GCN1 sgRNA 3,4"
XPA,0.473,0.382,"GCN1 sgRNA 3,4"
ACAP2,0.009,0.381,"GCN1 sgRNA 3,4"
TENT2,0.468,0.381,"GCN1 sgRNA 3,4"
TASOR2,0.168,0.381,"GCN1 sgRNA 3,4"
DDX28,-0.135,0.381,"GCN1 sgRNA 3,4"
CLTCL1,0.34,0.381,"GCN1 sgRNA 3,4"
GGA1,0.233,0.381,"GCN1 sgRNA 3,4"
AP4B1,0.87,0.38,"GCN1 sgRNA 3,4"
PLCXD1,0.498,0.38,"GCN1 sgRNA 3,4"
PARP2,0.348,0.38,"GCN1 sgRNA 3,4"
DYNC1LI2,-0.022,0.38,"GCN1 sgRNA 3,4"
EMC8,0.19,0.38,"GCN1 sgRNA 3,4"
ZNF18,1.048,0.38,"GCN1 sgRNA 3,4"
BCAS2,0.203,0.379,"GCN1 sgRNA 3,4"
NKIRAS1,0.398,0.379,"GCN1 sgRNA 3,4"
ACP2,0.219,0.379,"GCN1 sgRNA 3,4"
C12orf73,0.552,0.379,"GCN1 sgRNA 3,4"
SPSB3,0.472,0.379,"GCN1 sgRNA 3,4"
BBC3,-0.04,0.379,"GCN1 sgRNA 3,4"
DHX9,0.382,0.378,"GCN1 sgRNA 3,4"
PDE12,0.044,0.378,"GCN1 sgRNA 3,4"
NEU1,-0.377,0.378,"GCN1 sgRNA 3,4"
GPKOW,0.3,0.378,"GCN1 sgRNA 3,4"
ETNK1,0.226,0.378,"GCN1 sgRNA 3,4"
LATS2,0.082,0.378,"GCN1 sgRNA 3,4"
TFPT,0.156,0.378,"GCN1 sgRNA 3,4"
LIAS,0.455,0.377,"GCN1 sgRNA 3,4"
TRMT10A,0.313,0.377,"GCN1 sgRNA 3,4"
ZNF22,0.199,0.377,"GCN1 sgRNA 3,4"
PPFIBP1,0.159,0.377,"GCN1 sgRNA 3,4"
RAB35,0.124,0.377,"GCN1 sgRNA 3,4"
CEP128,0.079,0.377,"GCN1 sgRNA 3,4"
FAM118B,0.373,0.376,"GCN1 sgRNA 3,4"
CBL,0.352,0.376,"GCN1 sgRNA 3,4"
ZZEF1,-0.276,0.376,"GCN1 sgRNA 3,4"
DVL2,0.489,0.376,"GCN1 sgRNA 3,4"
ZNF526,0.632,0.376,"GCN1 sgRNA 3,4"
FAM76A,0.614,0.375,"GCN1 sgRNA 3,4"
TANK,0.266,0.375,"GCN1 sgRNA 3,4"
PPP4R2,0.28,0.375,"GCN1 sgRNA 3,4"
GTPBP2,0.012,0.375,"GCN1 sgRNA 3,4"
ZNRD2,-0.061,0.375,"GCN1 sgRNA 3,4"
SP1,0.561,0.375,"GCN1 sgRNA 3,4"
MBD1,-0.125,0.375,"GCN1 sgRNA 3,4"
KANSL3,0.471,0.374,"GCN1 sgRNA 3,4"
GNL3,0.27,0.374,"GCN1 sgRNA 3,4"
KIFC1,0.088,0.374,"GCN1 sgRNA 3,4"
CEP41,0.522,0.374,"GCN1 sgRNA 3,4"
FBXL15,0.387,0.374,"GCN1 sgRNA 3,4"
ATP6V0A2,0.494,0.374,"GCN1 sgRNA 3,4"
NFATC2IP,0.241,0.374,"GCN1 sgRNA 3,4"
TMEM131,0.406,0.373,"GCN1 sgRNA 3,4"
TAF8,0.24,0.373,"GCN1 sgRNA 3,4"
RNF214,0.683,0.373,"GCN1 sgRNA 3,4"
ARID2,0.465,0.373,"GCN1 sgRNA 3,4"
MINDY2,0.519,0.373,"GCN1 sgRNA 3,4"
MANBAL,0.07,0.373,"GCN1 sgRNA 3,4"
DOHH,0.046,0.373,"GCN1 sgRNA 3,4"
EXOC6B,0.064,0.372,"GCN1 sgRNA 3,4"
EIPR1,0.365,0.372,"GCN1 sgRNA 3,4"
DHX36,0.266,0.372,"GCN1 sgRNA 3,4"
SEC22A,0.486,0.372,"GCN1 sgRNA 3,4"
WDR70,0.148,0.372,"GCN1 sgRNA 3,4"
BET1,0.253,0.372,"GCN1 sgRNA 3,4"
DGKE,0.75,0.372,"GCN1 sgRNA 3,4"
CDPF1,0.472,0.372,"GCN1 sgRNA 3,4"
DEDD,0.302,0.371,"GCN1 sgRNA 3,4"
ELMOD3,0.359,0.371,"GCN1 sgRNA 3,4"
ZNF445,0.479,0.371,"GCN1 sgRNA 3,4"
RNF182,1.371,0.371,"GCN1 sgRNA 3,4"
HNRNPH3,0.151,0.371,"GCN1 sgRNA 3,4"
MAGOHB,0.328,0.371,"GCN1 sgRNA 3,4"
CUX2,0.763,0.371,"GCN1 sgRNA 3,4"
TMEM11,0.008,0.371,"GCN1 sgRNA 3,4"
RNF185,0.291,0.371,"GCN1 sgRNA 3,4"
OSGEPL1,0.47,0.37,"GCN1 sgRNA 3,4"
CDCA2,0.212,0.37,"GCN1 sgRNA 3,4"
DNAJB12,0.139,0.37,"GCN1 sgRNA 3,4"
ZNF598,0.17,0.37,"GCN1 sgRNA 3,4"
SLC26A11,0.394,0.37,"GCN1 sgRNA 3,4"
ANGEL2,0.577,0.369,"GCN1 sgRNA 3,4"
MED12L,0.645,0.369,"GCN1 sgRNA 3,4"
TMEM192,0.697,0.369,"GCN1 sgRNA 3,4"
FIP1L1,0.46,0.369,"GCN1 sgRNA 3,4"
LANCL2,0.227,0.369,"GCN1 sgRNA 3,4"
ZNF462,0.793,0.369,"GCN1 sgRNA 3,4"
ERLIN1,0.564,0.369,"GCN1 sgRNA 3,4"
LARP4B,-0.003,0.369,"GCN1 sgRNA 3,4"
DSTYK,0.68,0.368,"GCN1 sgRNA 3,4"
FEN1,0.058,0.368,"GCN1 sgRNA 3,4"
TRAPPC10,0.315,0.368,"GCN1 sgRNA 3,4"
SUPT7L,0.208,0.367,"GCN1 sgRNA 3,4"
FBXO8,0.183,0.367,"GCN1 sgRNA 3,4"
FAM169A,0.95,0.367,"GCN1 sgRNA 3,4"
HELLS,0.089,0.367,"GCN1 sgRNA 3,4"
PHLPP1,0.493,0.367,"GCN1 sgRNA 3,4"
TRIOBP,0.564,0.367,"GCN1 sgRNA 3,4"
GPATCH4,0.2,0.366,"GCN1 sgRNA 3,4"
NDUFAF7,0.296,0.366,"GCN1 sgRNA 3,4"
MTSS2,0.51,0.366,"GCN1 sgRNA 3,4"
CEP89,0.502,0.366,"GCN1 sgRNA 3,4"
REXO1,-0.409,0.366,"GCN1 sgRNA 3,4"
MSH6,0.552,0.365,"GCN1 sgRNA 3,4"
NUP54,0.468,0.365,"GCN1 sgRNA 3,4"
KNTC1,0.34,0.365,"GCN1 sgRNA 3,4"
POLG,0.167,0.365,"GCN1 sgRNA 3,4"
CDR2,0.292,0.365,"GCN1 sgRNA 3,4"
ZNF266,0.075,0.365,"GCN1 sgRNA 3,4"
GTPBP1,0.193,0.365,"GCN1 sgRNA 3,4"
SYF2,0.114,0.364,"GCN1 sgRNA 3,4"
SMC6,0.365,0.364,"GCN1 sgRNA 3,4"
ZC3H15,0.048,0.364,"GCN1 sgRNA 3,4"
ACTR8,0.523,0.364,"GCN1 sgRNA 3,4"
KLHDC10,0.544,0.364,"GCN1 sgRNA 3,4"
INIP,0.449,0.364,"GCN1 sgRNA 3,4"
ZCCHC2,0.968,0.364,"GCN1 sgRNA 3,4"
NME6,0.773,0.363,"GCN1 sgRNA 3,4"
C18orf54,0.47,0.363,"GCN1 sgRNA 3,4"
CHIC1,0.524,0.362,"GCN1 sgRNA 3,4"
FOXG1,0.523,0.362,"GCN1 sgRNA 3,4"
PARN,0.427,0.362,"GCN1 sgRNA 3,4"
ATP6V0A1,0.662,0.362,"GCN1 sgRNA 3,4"
NOL9,0.393,0.361,"GCN1 sgRNA 3,4"
CAPN7,0.48,0.361,"GCN1 sgRNA 3,4"
SOCS2,1.452,0.361,"GCN1 sgRNA 3,4"
INO80C,-0.075,0.361,"GCN1 sgRNA 3,4"
SPIRE1,0.148,0.361,"GCN1 sgRNA 3,4"
SUGP2,0.267,0.361,"GCN1 sgRNA 3,4"
IRGQ,-0.258,0.361,"GCN1 sgRNA 3,4"
HEATR5B,0.488,0.36,"GCN1 sgRNA 3,4"
RRP9,0.396,0.36,"GCN1 sgRNA 3,4"
RPS6KA6,0.392,0.36,"GCN1 sgRNA 3,4"
CHCHD7,-0.167,0.36,"GCN1 sgRNA 3,4"
UGCG,0.195,0.36,"GCN1 sgRNA 3,4"
NT5C2,0.824,0.36,"GCN1 sgRNA 3,4"
DPH5,0.62,0.359,"GCN1 sgRNA 3,4"
N4BP1,0.409,0.359,"GCN1 sgRNA 3,4"
FARSB,0.224,0.358,"GCN1 sgRNA 3,4"
PEX7,0.636,0.358,"GCN1 sgRNA 3,4"
RFC5,0.297,0.358,"GCN1 sgRNA 3,4"
TMEM231,1.333,0.358,"GCN1 sgRNA 3,4"
GABPB2,0.253,0.357,"GCN1 sgRNA 3,4"
MIGA1,0.693,0.357,"GCN1 sgRNA 3,4"
KIAA1143,-0.094,0.357,"GCN1 sgRNA 3,4"
CIPC,0.478,0.357,"GCN1 sgRNA 3,4"
CES3,0.738,0.357,"GCN1 sgRNA 3,4"
GGA3,0.466,0.357,"GCN1 sgRNA 3,4"
MAIP1,-0.087,0.356,"GCN1 sgRNA 3,4"
ABCF1,0.068,0.356,"GCN1 sgRNA 3,4"
ARHGAP39,0.457,0.356,"GCN1 sgRNA 3,4"
PARS2,0.383,0.355,"GCN1 sgRNA 3,4"
SHQ1,0.517,0.355,"GCN1 sgRNA 3,4"
USP47,0.398,0.355,"GCN1 sgRNA 3,4"
RAB21,0.261,0.355,"GCN1 sgRNA 3,4"
FAAP100,0.239,0.355,"GCN1 sgRNA 3,4"
DMPK,-0.097,0.355,"GCN1 sgRNA 3,4"
OTUD1,-1.24,0.354,"GCN1 sgRNA 3,4"
UACA,0.379,0.354,"GCN1 sgRNA 3,4"
SPATA2,-0.025,0.354,"GCN1 sgRNA 3,4"
VAPB,0.82,0.354,"GCN1 sgRNA 3,4"
WIZ,-0.012,0.354,"GCN1 sgRNA 3,4"
HIPK1,0.168,0.353,"GCN1 sgRNA 3,4"
CCND1,0.024,0.353,"GCN1 sgRNA 3,4"
AKAP13,0.376,0.353,"GCN1 sgRNA 3,4"
TMEM167B,0.687,0.352,"GCN1 sgRNA 3,4"
FAM241A,0.336,0.352,"GCN1 sgRNA 3,4"
LSM8,-0.117,0.352,"GCN1 sgRNA 3,4"
CSRP2,0.051,0.352,"GCN1 sgRNA 3,4"
PRDM4,0.471,0.352,"GCN1 sgRNA 3,4"
MRPS10,0.294,0.351,"GCN1 sgRNA 3,4"
KDM5A,0.069,0.351,"GCN1 sgRNA 3,4"
XPO4,0.367,0.351,"GCN1 sgRNA 3,4"
SMDT1,-0.182,0.351,"GCN1 sgRNA 3,4"
KLHL24,0.106,0.35,"GCN1 sgRNA 3,4"
EXOC1,0.401,0.35,"GCN1 sgRNA 3,4"
C6orf62,-0.175,0.35,"GCN1 sgRNA 3,4"
MRPL32,0.035,0.35,"GCN1 sgRNA 3,4"
SPIN4,0.738,0.35,"GCN1 sgRNA 3,4"
RPGR,-0.03,0.35,"GCN1 sgRNA 3,4"
SYVN1,-0.034,0.35,"GCN1 sgRNA 3,4"
PHLDB3,0.572,0.35,"GCN1 sgRNA 3,4"
UBE2G2,0.019,0.35,"GCN1 sgRNA 3,4"
TIA1,0.52,0.349,"GCN1 sgRNA 3,4"
PHIP,0.382,0.349,"GCN1 sgRNA 3,4"
UPF3B,0.393,0.349,"GCN1 sgRNA 3,4"
GPAA1,0.077,0.349,"GCN1 sgRNA 3,4"
FANCG,0.656,0.349,"GCN1 sgRNA 3,4"
NRBF2,0.173,0.349,"GCN1 sgRNA 3,4"
RBM25,0.085,0.349,"GCN1 sgRNA 3,4"
ABHD13,0.219,0.348,"GCN1 sgRNA 3,4"
TDRD3,0.345,0.348,"GCN1 sgRNA 3,4"
FOXD1,0.408,0.347,"GCN1 sgRNA 3,4"
PIGA,0.528,0.347,"GCN1 sgRNA 3,4"
DDX19A,0.277,0.347,"GCN1 sgRNA 3,4"
SPAG16,0.318,0.346,"GCN1 sgRNA 3,4"
SEC62,0.199,0.346,"GCN1 sgRNA 3,4"
TRNT1,0.59,0.346,"GCN1 sgRNA 3,4"
KIAA0895,0.261,0.346,"GCN1 sgRNA 3,4"
DPY19L4,0.43,0.346,"GCN1 sgRNA 3,4"
HOXC9,0.281,0.346,"GCN1 sgRNA 3,4"
GTF2F1,0.2,0.346,"GCN1 sgRNA 3,4"
FAM168B,0.478,0.345,"GCN1 sgRNA 3,4"
INPP1,0.573,0.345,"GCN1 sgRNA 3,4"
CCDC71L,0.174,0.345,"GCN1 sgRNA 3,4"
NCSTN,-0.105,0.344,"GCN1 sgRNA 3,4"
TMEM214,0.381,0.344,"GCN1 sgRNA 3,4"
GLS,0.254,0.344,"GCN1 sgRNA 3,4"
KAT6A,0.063,0.344,"GCN1 sgRNA 3,4"
LTB4R,0.436,0.344,"GCN1 sgRNA 3,4"
DNAJC17,0.059,0.344,"GCN1 sgRNA 3,4"
COG2,0.282,0.343,"GCN1 sgRNA 3,4"
KCMF1,0.285,0.343,"GCN1 sgRNA 3,4"
RFT1,0.36,0.343,"GCN1 sgRNA 3,4"
FRG1,0.014,0.343,"GCN1 sgRNA 3,4"
DTX2,0.651,0.343,"GCN1 sgRNA 3,4"
STYXL1,0.1,0.343,"GCN1 sgRNA 3,4"
PWWP3B,0.721,0.343,"GCN1 sgRNA 3,4"
NKAPD1,0.326,0.343,"GCN1 sgRNA 3,4"
RUSF1,0.515,0.343,"GCN1 sgRNA 3,4"
RFX2,0.415,0.343,"GCN1 sgRNA 3,4"
D2HGDH,0.394,0.342,"GCN1 sgRNA 3,4"
VWDE,0.757,0.342,"GCN1 sgRNA 3,4"
RBM20,0.634,0.342,"GCN1 sgRNA 3,4"
ANKLE2,0.335,0.342,"GCN1 sgRNA 3,4"
C1orf109,0.298,0.341,"GCN1 sgRNA 3,4"
SCRN3,0.436,0.341,"GCN1 sgRNA 3,4"
PRRG1,0.395,0.341,"GCN1 sgRNA 3,4"
MRPL10,0.435,0.341,"GCN1 sgRNA 3,4"
SPACA9,0.254,0.34,"GCN1 sgRNA 3,4"
DDX21,0.039,0.34,"GCN1 sgRNA 3,4"
